Year,Month,Timestamp,Day of Week,Hour of Day,Route ID,Direction,Borough,Route Type,Stop Order,Timepoint Stop ID,Timepoint Stop Name,Timepoint Stop Latitude,Timepoint Stop Longitude,Next Timepoint Stop ID,Next Timepoint Stop Name,Next Timepoint Stop Latitude,Next Timepoint Stop Longitude,Road Distance,Average Travel Time,Average Road Speed,Bus Trip Count,Timepoint Stop Georeference,Next Timepoint Stop Georeference
2023,4,04/01/2023 01:00:00 PM,Tuesday,13,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.597726,6.574990482261042,44,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 06:00:00 PM,Tuesday,18,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.053706,7.165861558021508,36,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 05:00:00 PM,Tuesday,17,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.471492,6.703246538888418,38,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2023,4,04/01/2023 08:00:00 PM,Tuesday,20,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.48036,6.694072551524915,28,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2024,11,11/01/2024 12:00:00 PM,Tuesday,12,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.439026,6.737045454545453,41,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2024,11,11/01/2024 05:00:00 PM,Tuesday,17,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,7.18905,6.034179135833056,35,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2024,11,11/01/2024 05:00:00 AM,Tuesday,5,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,5.183334,8.36912914175912,12,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2024,11,11/01/2024 10:00:00 AM,Tuesday,10,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,6.459522,6.715666305295438,35,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2024,11,11/01/2024 06:00:00 AM,Tuesday,6,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,5.813334,7.462156647904279,25,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2024,11,11/01/2024 07:00:00 AM,Tuesday,7,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,5.93079,7.314370645534321,59,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
2024,11,11/01/2024 04:00:00 PM,Tuesday,16,BX12+,W,Bronx,SBS,1,802025,BAY PLAZA BL/IFO JC PENNY,40.865989,-73.827298,103255,EDSON AV/BARTOW AV,40.86805,-73.83312,0.723,7.457454,5.816996453143897,38,POINT (-73.827298 40.865989),POINT (-73.83312 40.86805)
